ID;Longitude;Latitude;LandArea;PropLandArea;Biome;Realm;Country;SpeciesRichness_Expert;RecordDensity;SpeciesRichness_Records;InventoryCompleteness;NSpecies_Missed;EndemismRichness;Mountains;ProtectedAreas;OnGroundAccessibility;ProximityToAirports;ProximityToInstitutions;GlobalPeaceIndex;ScientificActivities;GBIF_Participation;ResearchFunding_National;ResearchFunding_Institutions;PublisherSize;UsedInModels
3467;46,5;55,48388;12421705315;0,98;Boreal Forests/Taiga;Palaearctic;Russia;191;0,805042444;1;0,523560209;190;0,10608591;225;0;150,29;152,6425927;47058,22352;2,891166667;34,4086875;0;118,5801253;789,5613779;3380195;1
3468;47,5;55,48388;12421705315;0,98;Temperate Broadleaf and Mixed Forests;Palaearctic;Russia;194;0,805042444;1;0,515463918;193;0,11019906;265;0;101,441;114,2307601;48383,44688;2,891166667;34,4086875;0;118,5801253;1064,232231;208290;1
3469;48,5;55,48388;12421705315;0,92;Temperate Broadleaf and Mixed Forests;Palaearctic;Russia;194;0;0;0;194;0,110778099;188;0;120,843;92,95732541;NA;2,891166667;34,4086875;0;118,5801253;NA;NA;0
3470;49,5;55,48388;12421705315;0,85;Temperate Broadleaf and Mixed Forests;Palaearctic;Russia;194;0;0;0;194;0,111070997;180;0;125,805;101,1706793;NA;2,891166667;34,4086875;0;118,5801253;NA;NA;0
3471;50,5;55,48388;12421705315;0,95;Temperate Broadleaf and Mixed Forests;Palaearctic;Russia;193;0;0;0;193;0,111177097;168;0;149,047;122,5304356;NA;2,891166667;34,4086875;0;118,5801253;NA;NA;0
3472;51,5;55,48388;12421705315;0,97;Temperate Broadleaf and Mixed Forests;Palaearctic;Russia;197;6,440339548;5;2,538071066;192;0,114714146;230;0;138,997;130,93071;53586,35999;2,891166667;34,4086875;0;118,5801253;1064,232231;50750;1
3473;52,5;55,48388;12421705315;0,98;Temperate Broadleaf and Mixed Forests;Palaearctic;Russia;196;0;0;0;196;0,114099963;294;0;119,85;142,1332393;NA;2,891166667;34,4086875;0;118,5801253;NA;NA;0
3474;53,5;55,48388;12421705315;0,98;Temperate Broadleaf and Mixed Forests;Palaearctic;Russia;196;0,805042444;1;0,510204082;195;0,113532182;272;0;152,467;159,2929068;56125,91233;2,891166667;34,4086875;0;118,5801253;1064,232231;50750;1
3475;54,5;55,48388;12421705315;0,97;Temperate Broadleaf and Mixed Forests;Palaearctic;Russia;195;0;0;0;195;0,112979614;264;0;170,569;176,6872097;NA;2,891166667;34,4086875;0;118,5801253;NA;NA;0
3476;55,5;55,48388;12421705315;0,98;Temperate Broadleaf and Mixed Forests;Palaearctic;Russia;194;2,415127331;2;1,030927835;192;0,109215417;263;0;183,421;197,8252521;58622,69809;2,891166667;34,4086875;0;118,5801253;881,1183289;2283209;1
3477;56,5;55,48388;12421705315;0,98;Boreal Forests/Taiga;Palaearctic;Russia;193;0;0;0;193;0,109799283;402;0;240,058;230,5478068;NA;2,891166667;34,4086875;0;118,5801253;NA;NA;0
3478;57,5;55,48388;12421705315;0,99;Boreal Forests/Taiga;Palaearctic;Russia;192;0;0;0;192;0,108458011;821;0;340,529;228,2847008;NA;2,891166667;34,4086875;0;118,5801253;NA;NA;0
3479;58,5;55,48388;12421705315;0,99;Boreal Forests/Taiga;Palaearctic;Russia;192;0;0;0;192;0,108255113;1143;0;213,427;203,7126569;NA;2,891166667;34,4086875;0;118,5801253;NA;NA;0
3480;59,5;55,48388;12421705315;0,99;Boreal Forests/Taiga;Palaearctic;Russia;194;0,805042444;1;0,515463918;193;0,12918711;1144;0;202,667;187,829356;63485,60076;2,891166667;34,4086875;0;118,5801253;789,5613779;3380195;1
3481;60,5;55,48388;12421705315;0,92;Boreal Forests/Taiga;Palaearctic;Russia;190;0,805042444;1;0,526315789;189;0,12159303;732;0;121,92;182,8195544;64673,84649;2,891166667;34,4086875;0;118,5801253;789,5613779;3380195;1
3482;61,5;55,48388;12421705315;0,92;Boreal Forests/Taiga;Palaearctic;Russia;187;0,805042444;1;0,534759358;186;0,119272869;524;0;98,4307;168,5639589;65851,04884;2,891166667;34,4086875;0;118,5801253;568,8264271;49309;1
3483;62,5;55,48388;12421705315;0,96;Temperate Broadleaf and Mixed Forests;Palaearctic;Russia;181;0,805042444;1;0,552486188;180;0,090760088;138;0;175,636;171,2420776;67017,19372;2,891166667;34,4086875;0;118,5801253;789,5613779;3380195;1
3484;63,5;55,48388;12421705315;0,96;Temperate Broadleaf and Mixed Forests;Palaearctic;Russia;183;1,610084887;1;0,546448087;182;0,092661391;116;0;148,962;180,9845673;68172,27212;2,891166667;34,4086875;0;118,5801253;789,5613779;3380195;1
3485;64,5;55,48388;12421705315;0,98;Temperate Broadleaf and Mixed Forests;Palaearctic;Russia;186;1,610084887;2;1,075268817;184;0,094924572;117;0;152,784;194,7532473;69316,27929;2,891166667;34,4086875;0;118,5801253;926,8968045;1700055,5;1
3486;65,5;55,48388;12421705315;0,98;Temperate Broadleaf and Mixed Forests;Palaearctic;Kazakhstan;188;0;0;0;188;0,09731835;111;0;139,055;196,1259304;NA;2,878944293;34,14180355;0;117,0721241;NA;NA;0
3487;66,5;55,48388;12421705219;0,96;Temperate Broadleaf and Mixed Forests;Palaearctic;Kazakhstan;191;0;0;0;191;0,097947972;115;0;215,866;218,0466691;NA;2,841353166;33,32097538;0;112,4341164;NA;NA;0
3488;67,5;55,48388;12421705315;0,94;Temperate Grasslands, Savannas, and Shrublands;Palaearctic;Kazakhstan;193;3,220169774;1;0,518134715;192;0,098500408;48;0;278,587;226,7909823;72681,8785;2,767150709;31,70071358;0;103,2789886;789,5613779;3380195;1
3489;68,5;55,48388;12421705064;0,95;Temperate Grasslands, Savannas, and Shrublands;Palaearctic;Kazakhstan;193;0,80504246;1;0,518134715;192;0,098114605;63;0,000657608;184,978;223,9400154;73781,62012;2,614187116;28,36064811;0;84,40628154;789,5613779;3380195;1
3490;69,5;55,48388;12421705234;0,97;Temperate Broadleaf and Mixed Forests;Palaearctic;Kazakhstan;193;0,805042449;1;0,518134715;192;0,09885474;78;0,002798295;145,427;229,8112315;74870,31328;2,54602613;26,87230523;0;75,99654639;789,5613779;3380195;1
3491;70,5;55,48388;12421705315;0,97;Temperate Broadleaf and Mixed Forests;Palaearctic;Kazakhstan;192;1,610084887;1;0,520833333;191;0,101124625;77;0;250,627;248,6607577;75947,9694;2,603483761;28,12693298;0;83,08569748;789,5613779;3380195;1
3492;71,5;55,48388;12421705315;0,94;Temperate Broadleaf and Mixed Forests;Palaearctic;Kazakhstan;193;13,68572154;17;8,808290155;176;0,102350115;92;0;266,058;275,3766841;77014,60163;2,871295307;33,97478267;0;116,1283893;1064,232231;79259792;1
3493;72,5;55,48388;12421705315;0,98;Temperate Broadleaf and Mixed Forests;Palaearctic;Russia;194;0,805042444;1;0,515463918;193;0,102640295;64;0;200,375;305,8662594;78070,22474;2,891166667;34,4086875;0;118,5801253;789,5613779;3380195;1
3494;73,5;55,48388;12421705315;0,96;Temperate Broadleaf and Mixed Forests;Palaearctic;Russia;194;14,49076398;11;5,670103093;183;0,102640295;81;0;151,968;327,9356797;79114,85499;2,891166667;34,4086875;0;118,5801253;916,0606116;26490994;1
3495;74,5;55,48388;12421705315;0,98;Temperate Broadleaf and Mixed Forests;Palaearctic;Russia;201;0,805042444;1;0,497512438;200;0,106902556;92;0;223,577;353,0890129;80148,5101;2,891166667;34,4086875;0;118,5801253;789,5613779;3380195;1
3496;75,5;55,48388;12421705315;0,99;Temperate Broadleaf and Mixed Forests;Palaearctic;Russia;199;0;0;0;199;0,105664709;75;0;304,878;370,1797494;NA;2,891166667;34,4086875;0;118,5801253;NA;NA;0
3497;76,5;55,48388;12421705315;0,93;Temperate Broadleaf and Mixed Forests;Palaearctic;Russia;201;0;0;0;201;0,106433414;35;0;300,52;370,999477;NA;2,891166667;34,4086875;0;118,5801253;NA;NA;0
3498;77,5;55,48388;12421705315;0,82;Temperate Broadleaf and Mixed Forests;Palaearctic;Russia;201;0,805042444;1;0,497512438;200;0,114097544;34;0;201,156;354,8168313;83183,82196;2,891166667;34,4086875;0;118,5801253;1064,232231;50750;1
3499;78,5;55,48388;12421705315;0,94;Temperate Broadleaf and Mixed Forests;Palaearctic;Russia;200;3,220169774;1;0,5;199;0,11360566;37;0;206,974;333,5324955;84173,78055;2,891166667;34,4086875;0;118,5801253;789,5613779;3380195;1
3500;79,5;55,48388;12421705315;0,97;Temperate Broadleaf and Mixed Forests;Palaearctic;Russia;195;0;0;0;195;0,108824269;47;0,002037792;476,847;305,9843911;NA;2,891166667;34,4086875;0;118,5801253;NA;NA;0
3501;80,5;55,48388;12421705315;0,96;Temperate Broadleaf and Mixed Forests;Palaearctic;Russia;194;1,610084887;1;0,515463918;193;0,107716447;73;0,001791322;399,287;254,5761714;86121,12416;2,891166667;34,4086875;0;118,5801253;789,5613779;3380195;1
3502;81,5;55,48388;12421705315;0,99;Temperate Broadleaf and Mixed Forests;Palaearctic;Russia;195;0;0;0;195;0,110701657;87;0;485,909;200,8733841;NA;2,891166667;34,4086875;0;118,5801253;NA;NA;0
3503;82,5;55,48388;12421705315;0,94;Temperate Broadleaf and Mixed Forests;Palaearctic;Russia;194;57,15801349;65;33,50515464;129;0,103215417;126;0;241,786;154,928512;88025,21516;2,891166667;34,4086875;0;118,5801253;1064,232231;78144171,69;1
3504;83,5;55,48388;12421705315;0,96;Temperate Broadleaf and Mixed Forests;Palaearctic;Russia;195;0,805042444;1;0,512820513;194;0,105822296;281;0;188,239;136,2976258;88961,11345;2,891166667;34,4086875;0;118,5801253;789,5613779;3380195;1
3505;84,5;55,48388;12421705315;0,98;Temperate Broadleaf and Mixed Forests;Palaearctic;Russia;195;0;0;0;195;0,105380187;428;0;217,012;138,7875576;NA;2,891166667;34,4086875;0;118,5801253;NA;NA;0
3506;85,5;55,48388;12421705315;0,99;Temperate Broadleaf and Mixed Forests;Palaearctic;Russia;195;0,805042444;1;0,512820513;194;0,105564587;373;0;148,363;142,4183574;90800,77419;2,891166667;34,4086875;0;118,5801253;789,5613779;3380195;1
3507;86,5;55,48388;12421705315;0,98;Temperate Broadleaf and Mixed Forests;Palaearctic;Russia;197;0,805042444;1;0,507614213;196;0,104351752;394;0;153,308;166,6752165;91704,60506;2,891166667;34,4086875;0;118,5801253;789,5613779;3380195;1
3508;87,5;55,48388;12421705315;0,99;Temperate Broadleaf and Mixed Forests;Palaearctic;Russia;196;0;0;0;196;0,1049991;1058;0;324,869;212,8764606;NA;2,891166667;34,4086875;0;118,5801253;NA;NA;0
3509;88,5;55,48388;12421705315;0,99;Temperate Broadleaf and Mixed Forests;Palaearctic;Russia;197;10,46555177;13;6,598984772;184;0,107932859;1457;0;358,101;224,2602919;93480,45229;2,891166667;34,4086875;0;118,5801253;1064,232231;79259792;1
3510;89,5;55,48388;12421705315;0,98;Temperate Broadleaf and Mixed Forests;Palaearctic;Russia;199;0;0;0;199;0,10857249;937;0;188,462;220,9098349;NA;2,891166667;34,4086875;0;118,5801253;NA;NA;0
3511;90,5;55,48388;12421705315;0,97;Boreal Forests/Taiga;Palaearctic;Russia;204;0;0;0;204;0,113972848;657;0;148,766;215,206616;NA;2,891166667;34,4086875;0;118,5801253;NA;NA;0
3512;91,5;55,48388;12421705315;0,95;Boreal Forests/Taiga;Palaearctic;Russia;209;0;0;0;209;0,122254675;619;0;286,083;214,3155685;NA;2,891166667;34,4086875;0;118,5801253;NA;NA;0
3513;92,5;55,48388;12421705315;0,93;Boreal Forests/Taiga;Palaearctic;Russia;205;13,68572154;8;3,902439024;197;0,117821573;1231;0;367,484;220,2615382;96906,0475;2,891166667;34,4086875;0;118,5801253;1064,232231;4754406,588;1
3514;93,5;55,48388;12421705315;0,98;Boreal Forests/Taiga;Palaearctic;Russia;204;9,660509323;11;5,392156863;193;0,115858544;1362;0;362,652;241,5195321;97736,44283;2,891166667;34,4086875;0;118,5801253;1064,232231;52881051;1
3515;94,5;55,48388;12421705315;0,99;Boreal Forests/Taiga;Palaearctic;Russia;200;4,025212218;2;1;198;0,116328022;1745;0;268,738;272,1130824;98556,53812;2,891166667;34,4086875;0;118,5801253;1064,232231;89237;1
3516;95,5;55,48388;12421705315;1;Boreal Forests/Taiga;Palaearctic;Russia;202;0;0;0;202;0,124631224;1574;0;348,102;305,1130758;NA;2,891166667;34,4086875;0;118,5801253;NA;NA;0
3517;96,5;55,48388;12421705315;1;Boreal Forests/Taiga;Palaearctic;Russia;199;0;0;0;199;0,12041516;1295;0;680,253;334,4974316;NA;2,891166667;34,4086875;0;118,5801253;NA;NA;0
3518;97,5;55,48388;12421705315;0,99;Boreal Forests/Taiga;Palaearctic;Russia;200;0;0;0;200;0,120414587;1065;0,045928692;830,87;354,7126924;NA;2,891166667;34,4086875;0;118,5801253;NA;NA;0
3519;98,5;55,48388;12421705315;0,99;Boreal Forests/Taiga;Palaearctic;Russia;196;0;0;0;196;0,119283619;1171;0;351,713;350,9972447;NA;2,891166667;34,4086875;0;118,5801253;NA;NA;0
3520;99,5;55,48388;12421705315;0,99;Boreal Forests/Taiga;Palaearctic;Russia;195;10,46555177;4;2,051282051;191;0,121654613;548;0;341,19;333,6319664;102504,5566;2,891166667;34,4086875;0;118,5801253;1064,232231;89237;1
3521;100,5;55,48388;12421705315;0,99;Boreal Forests/Taiga;Palaearctic;Russia;192;4,025212218;5;2,604166667;187;0,120343266;685;0,002047377;431,173;293,6828456;103264,1217;2,891166667;34,4086875;0;118,5801253;1064,232231;79259792;1
3522;101,5;55,48388;12421705315;0,86;Boreal Forests/Taiga;Palaearctic;Russia;189;47,49750417;51;26,98412698;138;0,115383991;474;0,032203373;278,107;263,9056345;104013,841;2,891166667;34,4086875;0;118,5801253;1039,175828;63201201,36;1
3523;102,5;55,48388;12421705315;0,84;Boreal Forests/Taiga;Palaearctic;Russia;185;0;0;0;185;0,112553782;419;0;462,234;248,8210449;NA;2,891166667;34,4086875;0;118,5801253;NA;NA;0
3524;103,5;55,48388;12421705315;0,94;Boreal Forests/Taiga;Palaearctic;Russia;187;0;0;0;187;0,11496195;587;0;576,471;248,1850507;NA;2,891166667;34,4086875;0;118,5801253;NA;NA;0
3525;104,5;55,48388;12421705315;0,99;Boreal Forests/Taiga;Palaearctic;Russia;188;0;0;0;188;0,115741382;785;0;1345,82;259,7797124;NA;2,891166667;34,4086875;0;118,5801253;NA;NA;0
3526;105,5;55,48388;12421705315;0,99;Boreal Forests/Taiga;Palaearctic;Russia;187;0;0;0;187;0,113532498;854;0;1035,76;248,2527175;NA;2,891166667;34,4086875;0;118,5801253;NA;NA;0
3527;106,5;55,48388;12421705315;0,99;Boreal Forests/Taiga;Palaearctic;Russia;190;0;0;0;190;0,118266692;1198;0;1683,42;230,8834698;NA;2,891166667;34,4086875;0;118,5801253;NA;NA;0
3528;107,5;55,48388;12421705315;0,99;Boreal Forests/Taiga;Palaearctic;Russia;189;0;0;0;189;0,118414965;747;0,166881429;736,48;212,1517464;NA;2,891166667;34,4086875;0;118,5801253;NA;NA;0
3529;108,5;55,48388;12421705315;0,96;Boreal Forests/Taiga;Palaearctic;Russia;192;0;0;0;192;0,122002951;1962;0,101026126;1069;198,5284251;NA;2,891166667;34,4086875;0;118,5801253;NA;NA;0
3530;109,5;55,48388;12421705315;0,57;Boreal Forests/Taiga;Palaearctic;Russia;198;10,46555177;4;2,02020202;194;0,126556055;1773;0,095723986;892,564;189,7964951;109667,5785;2,891166667;34,4086875;0;118,5801253;920,6248391;42397,69231;1
3531;110,5;55,48388;12421705315;0,99;Boreal Forests/Taiga;Palaearctic;Russia;194;0;0;0;194;0,128068441;2135;0,12232698;1475,58;203,6351252;NA;2,891166667;34,4086875;0;118,5801253;NA;NA;0
3532;111,5;55,48388;12421705315;0,99;Boreal Forests/Taiga;Palaearctic;Russia;192;0;0;0;192;0,123912685;2035;0,250020821;1212,77;220,8338251;NA;2,891166667;34,4086875;0;118,5801253;NA;NA;0
3533;112,5;55,48388;12421705315;0,98;Boreal Forests/Taiga;Palaearctic;Russia;188;0;0;0;188;0,117261979;2027;0,060332362;1357,37;243,5536942;NA;2,891166667;34,4086875;0;118,5801253;NA;NA;0
3534;113,5;55,48388;12421705315;0,98;Boreal Forests/Taiga;Palaearctic;Russia;189;5,635297105;2;1,058201058;187;0,117660058;1937;0,009166113;1084,15;264,4755203;112275,8433;2,891166667;34,4086875;0;118,5801253;634,691322;27113,57143;1
3535;114,5;55,48388;12421705315;0,99;Boreal Forests/Taiga;Palaearctic;Russia;185;0,805042444;1;0,540540541;184;0,11335893;2118;0;1577,84;290,3996453;112906,4441;2,891166667;34,4086875;0;118,5801253;634,691322;331;1
3536;115,5;55,48388;12421705315;0,98;Boreal Forests/Taiga;Palaearctic;Russia;181;0;0;0;181;0,108213546;1873;0;1776,44;327,0654454;NA;2,891166667;34,4086875;0;118,5801253;NA;NA;0
3537;116,5;55,48388;12421705315;0,99;Boreal Forests/Taiga;Palaearctic;Russia;181;0;0;0;181;0,108950099;1957;0;2013,73;373,3316496;NA;2,891166667;34,4086875;0;118,5801253;NA;NA;0
3538;117,5;55,48388;12421705315;0,99;Boreal Forests/Taiga;Palaearctic;Russia;182;0;0;0;182;0,11035693;1788;0;2528,28;411,2718328;NA;2,891166667;34,4086875;0;118,5801253;NA;NA;0
3539;118,5;55,48388;12421705315;0,99;Boreal Forests/Taiga;Palaearctic;Russia;180;1,610084887;1;0,555555556;179;0,108095514;1525;5,64E-05;2743,94;420,1664757;115347,1824;2,891166667;34,4086875;0;118,5801253;634,691322;331;1
3540;119,5;55,48388;12421705315;0,99;Boreal Forests/Taiga;Palaearctic;Russia;177;0;0;0;177;0,10703885;1606;0;2116,8;432,5601515;NA;2,891166667;34,4086875;0;118,5801253;NA;NA;0
3541;120,5;55,48388;12421705315;0,99;Boreal Forests/Taiga;Palaearctic;Russia;175;0;0;0;175;0,106042915;1450;0;1888,89;448,4550468;NA;2,891166667;34,4086875;0;118,5801253;NA;NA;0
3542;121,5;55,48388;12421705315;0,99;Boreal Forests/Taiga;Palaearctic;Russia;172;0;0;0;172;0,108748555;1189;0;1544,89;466,0022914;NA;2,891166667;34,4086875;0;118,5801253;NA;NA;0
3543;122,5;55,48388;12421705315;0,99;Boreal Forests/Taiga;Palaearctic;Russia;173;0;0;0;173;0,114080287;1151;0;977,792;460,9469014;NA;2,891166667;34,4086875;0;118,5801253;NA;NA;0
3544;123,5;55,48388;12421705315;0,99;Boreal Forests/Taiga;Palaearctic;Russia;170;0;0;0;170;0,112921737;1182;0;808,983;455,3153358;NA;2,891166667;34,4086875;0;118,5801253;NA;NA;0
3545;124,5;55,48388;12421705315;1;Boreal Forests/Taiga;Palaearctic;Russia;171;0;0;0;171;0,113387937;1282;0;529,207;458,0654843;NA;2,891166667;34,4086875;0;118,5801253;NA;NA;0
3546;125,5;55,48388;12421705315;0,99;Boreal Forests/Taiga;Palaearctic;Russia;172;0;0;0;172;0,126432482;1225;0;544,842;470,2312164;NA;2,891166667;34,4086875;0;118,5801253;NA;NA;0
3547;126,5;55,48388;12421705315;1;Boreal Forests/Taiga;Palaearctic;Russia;169;0;0;0;169;0,122691261;1316;0;951,514;491,3524392;NA;2,891166667;34,4086875;0;118,5801253;NA;NA;0
3548;127,5;55,48388;12421705315;0,99;Boreal Forests/Taiga;Palaearctic;Russia;169;0;0;0;169;0,121516112;1394;0;1643,97;509,6167579;NA;2,891166667;34,4086875;0;118,5801253;NA;NA;0
3549;128,5;55,48388;12421705315;0,97;Boreal Forests/Taiga;Palaearctic;Russia;168;0;0;0;168;0,119003549;1417;0;2149,83;530,1835828;NA;2,891166667;34,4086875;0;118,5801253;NA;NA;0
3550;129,5;55,48388;12421705315;0,99;Boreal Forests/Taiga;Palaearctic;Russia;168;0;0;0;168;0,118669087;1649;0;2337,91;556,2827399;NA;2,891166667;34,4086875;0;118,5801253;NA;NA;0
3551;130,5;55,48388;12421705315;0,98;Boreal Forests/Taiga;Palaearctic;Russia;166;0;0;0;166;0,116987839;1852;0;1980,74;579,8226716;NA;2,891166667;34,4086875;0;118,5801253;NA;NA;0
3552;131,5;55,48388;12421705315;0,99;Boreal Forests/Taiga;Palaearctic;Russia;165;0;0;0;165;0,120627215;1523;0;3864,11;605,3505215;NA;2,891166667;34,4086875;0;118,5801253;NA;NA;0
3553;132,5;55,48388;12421705315;1;Boreal Forests/Taiga;Palaearctic;Russia;161;0;0;0;161;0,11567187;1664;0;3526,58;618,9539662;NA;2,891166667;34,4086875;0;118,5801253;NA;NA;0
3554;133,5;55,48388;12421705315;0,99;Boreal Forests/Taiga;Palaearctic;Russia;162;0;0;0;162;0,121495514;1804;0;2551,73;619,8483219;NA;2,891166667;34,4086875;0;118,5801253;NA;NA;0
3555;134,5;55,48388;12421705315;0,99;Boreal Forests/Taiga;Palaearctic;Russia;162;0;0;0;162;0,121732819;2060;0;2631,18;606,1888023;NA;2,891166667;34,4086875;0;118,5801253;NA;NA;0
3556;135,5;55,48388;9973139998;0,8;Boreal Forests/Taiga;Palaearctic;Russia;162;0;0;0;162;0,122682314;1622;0;3385,45;591,0482828;NA;2,891166667;34,4086875;0;118,5801253;NA;NA;0
3557;136,5;55,48388;6009867494;0,48;Boreal Forests/Taiga;Palaearctic;Russia;161;0;0;0;161;0,121839877;1631;0;1879,28;579,8477371;NA;2,891166667;34,4086875;0;118,5801253;NA;NA;0
3558;137,5;55,48388;3947575777;0,31;Boreal Forests/Taiga;Palaearctic;Russia;153;0;0;0;153;0,111716311;1872;0;1521,05;569,7466501;NA;2,891166667;34,4086875;0;118,5801253;NA;NA;0
3576;155,5;55,48388;4447820347;0,34;Boreal Forests/Taiga;Palaearctic;Russia;108;0;0;0;108;0,078999588;147;0;616,297;475,8139968;NA;2,891166667;34,4086875;0;118,5801253;NA;NA;0
3577;156,5;55,48388;12421705315;0,99;Boreal Forests/Taiga;Palaearctic;Russia;112;0;0;0;112;0,081992742;966;0;905,465;448,1400522;NA;2,891166667;34,4086875;0;118,5801253;NA;NA;0
3578;157,5;55,48388;12421705315;0,99;Tundra;Palaearctic;Russia;110;0;0;0;110;0,079749782;3433;0;824,556;424,9210138;NA;2,891166667;34,4086875;0;118,5801253;NA;NA;0
3579;158,5;55,48388;12421705315;1;Tundra;Palaearctic;Russia;112;3,220169774;2;1,785714286;110;0,079649986;1898;0;772,486;407,3166401;133857,8933;2,891166667;34,4086875;0;118,5801253;1064,232231;50750;1
3580;159,5;55,48388;12421705315;0,99;Tundra;Palaearctic;Russia;115;0;0;0;115;0,086555931;1888;0;871,3;397,8828597;NA;2,891166667;34,4086875;0;118,5801253;NA;NA;0
3581;160,5;55,48388;12421705315;0,97;Boreal Forests/Taiga;Palaearctic;Russia;115;0;0;0;115;0,090376316;4727;0;1396,56;402,2752541;NA;2,891166667;34,4086875;0;118,5801253;NA;NA;0
3582;161,5;55,48388;11226713727;0,89;Boreal Forests/Taiga;Palaearctic;Russia;116;0;0;0;116;0,094196172;2267;0;1418,64;419,2727532;NA;2,891166667;34,4086875;0;118,5801253;NA;NA;0
3586;165,5;55,48388;110261083,7;0,01;Boreal Forests/Taiga;Palaearctic;Russia;46;0;0;0;46;0,033784886;195;0;1461,02;504,8298751;NA;2,891166667;34,4086875;0;118,5801253;NA;NA;0
3587;166,5;55,48388;1060624911;0,07;Boreal Forests/Taiga;Palaearctic;Russia;41;18,85680772;2;4,87804878;39;0,030100491;688;0,567596795;1573,48;534,4829603;136328,9815;2,891166667;34,4086875;0;118,5801253;1064,232231;148763,5;1
3588;167,5;55,48388;198378241,8;0,01;Boreal Forests/Taiga;Palaearctic;Russia;37;756,1313108;4;10,81081081;33;0,028240815;513;1;1730,39;565,8156994;136606,5029;2,891166667;34,4086875;0;118,5801253;1064,232231;120984,4667;0
3611;-169,5;53,75572;52927204,57;0,00331;Tundra;Nearctic;United States;59;188,9387524;1;1,694915254;58;0,075437569;683;0,925660522;3694,84;234,3075001;143025,6163;2,122666667;125,6234;1;1064,232231;1064,232231;208290;0
3612;-168,5;53,75572;1539547531;0,08;Tundra;Nearctic;United States;64;1136,697611;27;42,1875;37;0,0798638;1975;0,98539637;3623,98;210,3289432;143110,0959;2,122666667;125,6234;1;1064,232231;912,0520232;28595597,21;1
3613;-167,5;53,75572;1092379231;0,07;Tundra;Nearctic;United States;64;82,38897029;2;3,125;62;0,077324869;1310;0,977956494;3386,95;189,6228625;143184,309;2,122666667;125,6234;1;1064,232231;1064,232231;8991790,222;1
3614;-166,5;53,75572;2126221539;0,15;Tundra;Nearctic;United States;66;8404,580459;51;77,27272727;15;0,078944383;1810;0,982471943;3353,63;157,5856726;143248,0802;2,122666667;125,6234;1;1064,232231;1057,982615;59961413,82;1
3615;-165,5;53,75572;531552941,7;0,03;Tundra;Nearctic;United States;67;1824,841749;18;26,86567164;49;0,079278854;1084;0,976341666;3059,56;156,2139334;143301,2318;2,122666667;125,6234;1;1064,232231;1059,803974;5902128,124;1
3616;-164,5;53,75572;842919885,7;0,05;Boreal Forests/Taiga;Nearctic;United States;76;71,18114191;4;5,263157895;72;0,093478262;1735;0,994351752;3008,14;155,6150166;143343,5834;2,122666667;125,6234;1;1064,232231;1064,232231;26558790,67;1
3648;-132,5;53,75572;6234428470;0,45;Temperate Coniferous Forests;Nearctic;Canada;106;5009,280346;96;90,56603774;10;0,142381639;1041;0,21632533;1551,69;114,4324967;137779,1281;1,3845;92,05453125;1;634,691322;942,5083423;35064022,18;1
3651;-129,5;53,75572;9997946147;0,76;Temperate Coniferous Forests;Nearctic;Canada;153;416,0854578;81;52,94117647;72;0,207265091;2094;0,356821167;1253,05;107,9271753;136433,6738;1,3845;92,05453125;1;634,691322;1045,646326;71646856,31;1
3652;-128,5;53,75572;11667040808;0,91;Temperate Coniferous Forests;Nearctic;Canada;167;5770,957787;130;77,84431138;37;0,231198023;2519;0,149040369;1173,73;131,0025162;135954,3638;1,3845;92,05453125;1;634,691322;1058,937133;77378461,91;1
3653;-127,5;53,75572;12393193257;0,95;Temperate Coniferous Forests;Nearctic;Canada;179;74,23429789;41;22,90502793;138;0,234574895;2377;0,335532972;1058,01;153,4942241;135462,3612;1,3845;92,05453125;1;634,691322;984,8605413;56889636;1
3654;-126,5;53,75572;12416952880;0,91;Temperate Coniferous Forests;Nearctic;Canada;173;670,0516689;106;61,2716763;67;0,217995308;2194;0,417614782;677,178;153,0057177;134960,0859;1,3845;92,05453125;1;634,691322;998,1490142;65463180,76;1
3655;-125,5;53,75572;12416952880;0,92;Temperate Coniferous Forests;Nearctic;Canada;171;845,6180918;72;42,10526316;99;0,205895805;1196;0,164341884;508,664;154,1041916;134450,3307;1,3845;92,05453125;1;634,691322;1016,778188;70514764,66;1
3656;-124,5;53,75572;12416952880;0,95;Temperate Coniferous Forests;Nearctic;Canada;176;3130,397641;145;82,38636364;31;0,189853017;1181;0,031416224;363,85;139,6854102;133935,9109;1,3845;92,05453125;1;634,691322;992,6236617;65149161,4;1
3657;-123,5;53,75572;12416952880;0,99;Temperate Coniferous Forests;Nearctic;Canada;185;433,2786032;125;67,56756757;60;0,196994439;882;0,02986823;201,561;122,0341883;133419,1131;1,3845;92,05453125;1;634,691322;961,2382212;59543935,59;1
3658;-122,5;53,75572;12416952880;0,99;Temperate Coniferous Forests;Nearctic;Canada;195;14279,67084;169;86,66666667;26;0,21666718;1273;0,006708823;198,681;117,818616;132901,038;1,3845;92,05453125;1;634,691322;1053,451919;76844291,35;1
3659;-121,5;53,75572;12416952880;0,99;Temperate Coniferous Forests;Nearctic;Canada;195;605,6236238;122;62,56410256;73;0,221532192;1811;0,13184593;509,609;151,5268264;132381,0273;1,3845;92,05453125;1;634,691322;1018,682611;23075006,11;1
